zi	stroke_count	stroke_count_decomposed	mandarin_pinyin	cantonese_pinyin	english	radical	radical_stroke_count	radical_pinyin	radical_english	variant	fc_code	cj_code	leaf_component	zis_with_this_component
龴	2画	乙乚 + 1				乙/乚	1	yǐ	second			NI		通,令,序,零,预,冷,铃,野,痛,予,勇,领,舒,預,玲,鈴,涌,桶,岭,領,邻,豫,龄,齡,齢,嶺,拎,怜,伶,湧,捅,墅,甬,抒,翎,苓,妤,诵,紓,聆,羚,蛹,踊,誦,泠,嘢,樋,俑,澪,纾,呤,杼,蛉,笭,囹,埇,踴,鴒,舲,恿,嗵,岺,瓴,伃,忬,軨,炩,詅,柃,銿,姈,昤,蕷,筩,砱,悀,跉,鸰,皊,旍,澦,刢,芧,彾,朎,垿,秢,紷,蓣,蕶,蓪,閝,愑,竛,狑,矝,慂,鹷,阾,鯒
乞	3画	乙乚 + 2	qǐ	hat1	beg; request 	乙/乚	1	yǐ	second		8071.7	ON		吃,乾,迄,屹,讫,訖,仡,虼,忔,墘,疙,犵,圪,紇,汔,扢,纥,趷,釳,矻,齕,盵,肐,刉,麧,杚,籺,漧,阣,亁,龁
也	3画	乙乚 + 2	yě	jaa5	also; classical final particle of strong affirmation or identity 	乙/乚	1	yǐ	second		4471.2	PD	乜/丨	他,地,她,施,池,拖,驰,馳,牠,迤,弛,祂,哋,釶,吔,鍦,衪,葹,酏,沲,髢,揓,虵,忚,絁,箷,匜,灺,怹,暆,扡,胣,迆,粚,逇,毑,訑,炧,崺,狏,袘,柂,杝,乸,筂,咃,阤,竾,陁,彵,駞,湤,貤,砤,肔,鉇,椸,㐌
习	3画	乙乚 + 2	xí	zaap6	practice; flapping wings 	乙/乚	1	yǐ	second	習	1712	SIM		翻,翔,羽,翼,翠,耀,翁,膠,廖,扇,翌,翰,翘,翅,習,躍,摺,曜,翟,瀚,戳,塌,栩,翹,翎,缪,翊,嗡,煽,榻,羿,歙,戮,遢,诩,谬,翡,褶,濯,燿,翦,繆,寥,蓼,翳,翱,謬,翩,搧,蹋,擢,櫂,熠,翕,詡,翀,醪,翫,蓊,滃,翮,翥,翴,傝,糶,璆,鳎,瘳,熻,翾,僇,翋,摎,镠,糴,謵,熤,挧,趯,躢,褟,嵡,翭,瀷,鰨,噏,鶲,翽,搨,蹘,翬,瀥,趐,翺,翯,闒,聬,璻,廫,珝
乣	4画	乙乚 + 3	jiǔ			乙/乚	1	yǐ	second			VIU	幺/乚	
乤	4画	乙乚 + 3			first character of Korean place name 'Halpho' 	乙/乚	1	yǐ	second			MYN	一/卜/乙	
乥	4画	乙乚 + 3			kwukyel 	乙/乚	1	yǐ	second			HCN	丿/丷/乙	
书	4画	乙乚 + 3	shū	syu1	book, letter, document; writings 	乙/乚	1	yǐ	second	書	5302	IDS		
乧	5画	乙乚 + 4				乙/乚	1	yǐ	second			YJN	斗/乙	
乨	6画	乙乚 + 5	shǐ		the beginning; to start, to begin, to be the first 	乙/乚	1	yǐ	second			IRU	厶/口/乚	
乩	6画	乙乚 + 5	jī	gei1	to divine 	乙/乚	1	yǐ	second		2261.0	YRU	卜/口/乚	
乪	6画	乙乚 + 5	náng	kek6	(Cant.) a bend in a river 	乙/乚	1	yǐ	second			NW	乙/田	
乫	6画	乙乚 + 5	jiā		used in Korean place names 	乙/乚	1	yǐ	second			KRN	力/口/乙	
乬	6画	乙乚 + 5			to hang 	乙/乚	1	yǐ	second			SSN	巨/乙	
乭	6画	乙乚 + 5	shí		rock; used in Korean names 	乙/乚	1	yǐ	second			MRN	石/乙	
乮	6画	乙乚 + 5				乙/乚	1	yǐ	second			HLN	𠂎/卩/乙	
乯	6画	乙乚 + 5				乙/乚	1	yǐ	second			HFDN	乎/乙	
买	6画	乙乚 + 5	mǎi	maai5	buy, purchase; bribe, persuade 	乙/乚	1	yǐ	second	買	1780	NYK	乛/大/冫	读,卖,续,窦,赎,渎,犊,牍,椟,荬,觌,黩
乱	7画	乙乚 + 6	luàn	lyun6	confusion, state of chaos, revolt 	乙/乚	1	yǐ	second	亂	2261.0	HRU	丿/十/口/乚	
乲	7画	乙乚 + 6				乙/乚	1	yǐ	second			ION	冫/欠/乙	
乳	8画	乙乚 + 7	rǔ	jyu5	breast, nipples; milk, suckle 	乙/乚	1	yǐ	second		2241.0	BDU	爫/子/乚	啂
乴	8画	乙乚 + 7	xué			乙/乚	1	yǐ	second			QLN	扌/斤/乙	
乵	8画	乙乚 + 7	yǎn		to enter; to make progress to advance; to urge forward 	乙/乚	1	yǐ	second			YJU	立/十/乚	
乶	8画	乙乚 + 7	fǔ		Korean place name Pholha 	乙/乚	1	yǐ	second			IBN	甫/乙	
乷	8画	乙乚 + 7	shā			乙/乚	1	yǐ	second			EHN	氵/小/丿/乙	
乸	8画	乙乚 + 7	nǎ	naa2	(Cant.) feminine suffix 	乙/乚	1	yǐ	second			PDWYI	乜/丨/母	
乹	9画	乙乚 + 8	gān, qián	gon1	(Cant.) to clean; dried up 	乙/乚	1	yǐ	second			XJJU		
乺	9画	乙乚 + 8			painting tool place name 	乙/乚	1	yǐ	second			XHLN	一/尸/斤/乙	
乻	9画	乙乚 + 8				乙/乚	1	yǐ	second			YYN	方/人/冫/乙	
乼	9画	乙乚 + 8			rope 	乙/乚	1	yǐ	second			EGN	氵/丶/王/乙	
乽	10画	乙乚 + 9				乙/乚	1	yǐ	second			JAN	土/丿/日/乙	
乾	11画	乙乚 + 10	gān, qián	gon1, kin4	dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male) 	乙/乚	1	yǐ	second	干	4841.7	JJON	車/丿/一/乙	墘,漧
乿	11画	乙乚 + 10	chì		to cure, to heal 	乙/乚	1	yǐ	second		2291.0	BFU		
亀	11画	乙乚 + 10	guī	gau1, gwai1, gwan1, kau1	turtle or tortoise; cuckold 	乙/乚	1	yǐ	second		2771.6	NWLU		穐,蘒
亁	12画	乙乚 + 11	gān	gon1	dry; dried, as opposed to fresh 	乙/乚	1	yǐ	second			JJON		
亂	13画	乙乚 + 12	luàn	lyun6	confusion, state of chaos; create chaos, revolt 	乙/乚	1	yǐ	second	乱	2221.0	BBU	𤔔/乚	薍
亃	13画	乙乚 + 12	lín		name of a kind of animal 	乙/乚	1	yǐ	second		9221.0	FQU	木/丷/夕/丨/二/乚	
亄	13画	乙乚 + 12	yì	ji4	greedy, stingy 	乙/乚	1	yǐ	second		4211.0	GTU	土/豆/乚	
亅	1画	亅了 + 0	jué	kyut3	hook; KangXi radical 6 	亅/了	1	jué	hook		2000.0	XN		可,于,成,何,城,打,啊,序,歌,阿,厅,顶,奇,町,寄,诚,河,哥,停,预,野,丁,宇,宁,訂,盛,予,誠,灯,订,柯,亭,骑,舒,預,荷,頂,寧,椅,豫,盯,婷,崎,呵,騎,倚,琦,庁,钉,柠,叮,汀,芋,釘,晟,綺,拧,吁,墅,抒,珂,埼,貯,婀,苛,妤,绮,紓,畸,圩,旖,狞,猗,漪,嘢,盂,诃,汙,嗬,纾,錡,迂,蚵,舸,佇,訶,擰,檸,鎶,轲,痾,岢,獰,酊,苧,坷,屙,軻,菏,锕
了	2画	亅了 + 1	le, liǎo	liu5	to finish; particle of completed action 	亅/了	1	jué	hook		1720.7	NN		辽,亨,哼,疗,烹,钌,爳,釕,叾,悙,梈,脝,涥
亇	3画	亅了 + 2	ding1, go3		kwukyel (old Korean hanja-based script) for “hammer” 	亅/了	1	jué	hook			NN		第,等,篇,笑,管,箱,算,簿,答,筆,笔,竹,節,签,简,筋,策,篮,簡,笨,籍,筑,符,築,筒,箭,簽,笈,笛,籃,筹,笼,範,竿,籠,箸,簇,笠,籌,筈,筛,筱,笋,箔,籲,篤,笹,笙,篩,箍,筠,篷,筐,筷,箫,筍,噬,籐,笃,簾,筏,籤,簧,籀,箇,竺,篱,筝,筵,簪,纂,箕,篠,篁,籬,攥,笺,篭,篆,櫛,篓,箋,箐,箒,簌,箴,箏,簫,笟,篡,筌,篙,箝,笆,笏,篝,笢,籁,筧,簍
予	4画	亅了 + 3	yú, yǔ	jyu4, jyu5	I, me; to give 	亅/了	1	jué	hook		1720.2	NINN	龴/一/亅	序,预,野,舒,預,豫,墅,抒,妤,紓,嘢,纾,杼,伃,忬,蕷,澦,芧,垿,蓣,滪,汿,櫲,沀,魣
争	6画	亅了 + 5	zhēng, zhèng	zaang1, zang1	dispute, fight, contend, strive 	亅/了	1	jué	hook	爭	2750.7	NSD		静,净,挣,睁,峥,浄,铮,筝,狰,诤,瀞,踭,婙,鬇
亊	7画	亅了 + 6	shì		affair, matter, business; to serve; accident, incident 	亅/了	1	jué	hook		5000.7	JFLN		
事	8画	亅了 + 7	shì	si6	affair, matter, business; to serve; accident, incident 	亅/了	1	jué	hook		5000.7	JLLN		剚,倳
二	2画	二 + 0	èr	ji6	two; twice 	二	2	èr	two		1010.0	MM		三,于,建,那,动,書,标,票,際,些,层,哪,云,运,降,兰,標,示,筆,宇,栏,棒,健,雲,键,仁,禁,宣,蔡,魂,畫,蒙,弱,帽,娜,举,宗,恒,極,际,祭,飘,坛,津,擦,鍵,冒,泽,译,藝,禮,隣,奈,捧,壓,傑,综,奉,崇,烂,伝,劃,律,察,漂,舉,祛,麟,芸,择,尝,陰,転,释,磷,亟,肇,踪,禧,檬,鄰,芋,拦,舜,恆,塚,腻,肆,祕,萱,挪,朦,飄,瞬,疆,祠,驿,祺,棕,偿
亍	3画	二 + 1	chù	cuk1	to take small steps; Korean place name 	二	2	èr	two		1020.1	MMN	二/亅	
于	3画	二 + 1	yú, xū	jyu1, jyu4	in, on, at; go to; surname 	二	2	èr	two	於	1040.0	MD	二/亅	宇,芋,吁,圩,盂,汙,迂,竽,纡,盓,紆,盱,扜,杅,訏,荢,玗,窏,冔,衧,釪,虶,旴,骬,邘,趶,穻,弙,酑
亏	3画	二 + 1	yú, kuī	kwai1	lose, fail; damage; deficient 	二	2	èr	two	虧	1002	XMMVS	一/丂	跨,污,鄂,垮,夸,鳄,顎,誇,鍔,挎,胯,袴,愕,瓠,萼,鶚,匏,颚,锷,雩,鰐,樗,谔,鹗,諤,刳,綔,肟,绔,腭,陓,圬,荂,扝,咢,桍,鄠,槬,姱,湂,銙,晇,崿,摴,杇,洿,骻,侉,嫮,釫,咵,蕚,卾,偔,覨,疞,堮,齶,迃,謣,嶀,絝,恗,鴮,遌,芌,摦,舿,郀,鮬
云	4画	二 + 2	yún	wan4	say, speak; clouds 	二	2	èr	two	雲	1073.1	MMI	二/厶	动,层,运,雲,魂,坛,藝,伝,芸,尝,陰,転,偿,曇,蔭,耘,繧,枟,昙,紜,恸,廕,纭,澐,蕓,妘,酝,囈,叆,壜,罎,囩,抎,夽,靉,沄,忶,霴,叇,眃,呍,霒,靆,橒,耺,霼,墵,凨,癊,秐,讛,鲿,靅,襼,霕,侌
互	4画	二 + 2	hù	wu6	mutually, reciprocally 	二	2	èr	two		1010.7	MVNM	一/彑	枑,冱,沍,仾,魱,坘
亓	4画	二 + 2	qí	kei4	(archaic form) his, her, its, their; that 	二	2	èr	two		1022.1	MML		
五	4画	二 + 2	wǔ	ng5	five; surname 	二	2	èr	two		1010.7	MDM		语,語,唔,吾,伍,悟,捂,梧,晤,衙,寤,齬,浯,龉,圄,焐,鼯,痦,啎,鋙,敔,俉,忢,珸,逜,娪,牾,铻,窹,峿,鯃,郚,𤕻
井	4画	二 + 2	jǐng	zeng2, zing2	well, mine shaft, pit 	二	2	èr	two		5500.0	TT		进,購,讲,講,耕,溝,構,丼,囲,篝,肼,阱,遘,媾,搆,覯,宑,狦,簼,冓,琎,穽,畊,鞲,妌,斠,觏,顜,汫,耩,汬,傋,煹,褠,刱,坓,韝,𠕋
亖	4画	二 + 2	sì		four 	二	2	èr	two			MMMM	二/二	
亗	5画	二 + 3	suì		harvest; year; age 	二	2	èr	two			UMM	山/二	
亘	6画	二 + 4	gèn, gèng	gang2	extend across, through; from 	二	2	èr	two		1010.6	MAM	二/日	宣,恒,萱,垣,瑄,桓,喧,暄,煊,渲,洹,楦,狟,姮,烜,諠,碹,蝖,箮,咺,愃,晅,揎,翧,暅,鍹,媗,搄,荁,貆,塇,絙,峘,縇,鰚,刯,睻,縆
亙	6画	二 + 4	gèn, gèng	gang2	extend across, through; from 	二	2	èr	two		1010.6	MBM	二/勹/冫	恆,堩,揯,絚,緪
亚	6画	二 + 4	yà, yā	aa3, ngaa3	Asia; second 	二	2	èr	two	亞	1010	MTC		並,普,碰,恶,晋,谱,哑,譜,娅,缙,氩,垭,踫,鐠,垩,湴,椪,潽,戬,桠,氆,镨,痖,諩,挜,壸,掽,铔
些	8画	二 + 5	xiē, suò, sā	se1	little, few; rather, somewhat 	二	2	èr	two		2110.1	YPMM	止/匕/二	
亜	7画	二 + 5	yà		Asia; second 	二	2	èr	two		1010.6	XMLLM		悪,唖
亝	8画	二 + 6	qí, zhāi, zī		even, regular, uniform all alike; to arrange 	二	2	èr	two			XIIIM	厶厽→/厶/厽→/二	
亞	8画	二 + 6	yà, yā	aa3, ngaa3	Asia; second; used as a prefix to names 	二	2	èr	two	亚	1010.7	MLLM		惡,噁,啞,閸,氬,婭,鐚,壼,掗,椏,孲,堊,錏,稏,鵶,琧,癋,僫,蝁,埡,瘂,俹
亟	8画	二 + 6	jí, qì	gik1, kei3	urgently, immediately, extremely 	二	2	èr	two		1010.4	MEM		極,殛
亠	2画	亠 + 0	tóu	tau4	head; KangXi radical 8 	亠	2	tóu	lid		0000.0	XY		市,六,商,交,夜,较,校,离,流,产,榜,望,顔,忘,摘,抗,液,較,忙,效,充,滴,航,産,旁,產,亩,赢,脑,弦,胶,禽,炫,離,玄,帝,蒂,亡,颜,闹,咬,坑,敵,荒,畜,统,統,彦,杭,絞,適,弃,蓄,郊,薩,疏,磅,壇,绞,贏,鬧,顏,傍,盲,慌,冥,彥,硫,亢,眩,梳,芒,檀,柿,蹄,擒,銃,雍,蔬,凛,啼,擅,螃,擁,効,铲,妄,颤,嘀,瀛,毓,琉,畝,締,肮,漓,谎,卞,餃,恼
亡	3画	亠 + 1	wáng, wú	mong4, mou4	death, destroyed; lose, perish 	亠	2	tóu	lid		0071.0	YV	亠/乚	望,忘,忙,赢,荒,贏,盲,慌,芒,妄,瀛,谎,茫,嬴,謊,羸,氓,虻,邙,肓,侫,蠃,莣,巟,臝,牤,恾,鋩,笀,蝱,甿,鸁,籯,硭,吂,釯,驘,铓,汒,籝,攍,杗,盳,杧,灜,朚,衁,塃,匄,𣍢,𣎆
亢	4画	亠 + 2	kàng, gāng	gong1, kong3	high, proud; violent, excessive; skilled; name 	亠	2	tóu	lid		0021.7	YHN	亠/几	抗,航,坑,杭,肮,吭,炕,骯,鈧,伉,頏,钪,沆,笐,颃,犺,忼,闶,苀,匟,囥,粇,蚢,秔,迒,阬,牨,妔,貥,劥,髚,邟,砊,魧,閌
亣	4画	亠 + 2	tà	daai6		亠	2	tóu	lid			YLL		
交	6画	亠 + 4	jiāo	gaau1	mix; intersect; exchange, communicate; deliver 	亠	2	tóu	lid		0040.8	YCK	亠/父	较,校,較,效,胶,咬,絞,郊,绞,効,餃,鮫,蛟,傚,姣,饺,跤,狡,皎,铰,纐,佼,鉸,洨,鲛,茭,筊,詨,窔,駮,鵁,頝,晈,挍,恔,礮,峧,骹,賋,俲,珓,虠,齩,烄,滧
亥	6画	亠 + 4	hài	hoi6	12th terrestrial branch 	亠	2	tóu	lid		0080.2	YVHO		该,該,孩,核,刻,咳,駭,骇,骸,氦,劾,陔,垓,颏,姟,頦,阂,欬,赅,痎,閡,賅,絯,烗,峐,胲,奒,豥,賌,晐,侅,輆,硋,畡,餩,荄,郂
亦	6画	亠 + 4	yì	jik6	also, too; likewise 	亠	2	tóu	lid		0033.0	YLNC		变,恋,湾,変,弯,蛮,跡,弈,迹,挛,奕,栾,滦,峦,鸾,孪,銮,娈,帟,亪,脔,鵉,塆,硛,洂,湙
产	6画	亠 + 4	chǎn	caan2	give birth, bring forth, produce 	亠	2	tóu	lid	產	0020	YTH		顔,産,產,颜,彦,薩,顏,彥,铲,諺,鏟,谚,剷,隡,齴,浐,亷,滻,嵼,偐,嵃,簅,楌,喭,濓,遃,摌
亨	7画	亠 + 5	hēng, xiǎng, pēng	hang1, paang1	smoothly, progressing, no trouble 	亠	2	tóu	lid		0020.7	YRNN		哼,烹,悙,梈,脝,涥
亩	7画	亠 + 5	mǔ	mau5	Chinese land measure; fields 	亠	2	tóu	lid	畝	0060	YW	亠/田	畝,畆,畒
亪	7画	亠 + 5			kwukyel 	亠	2	tóu	lid			YCMO	亦/乁	
享	8画	亠 + 6	xiǎng	hoeng2	enjoy 	亠	2	tóu	lid		0040.7	YRND		郭,熟,塾,醇,淳,敦,墩,孰,廓,燉,惇,鹑,鐓,鐜,鶉,諄,镦,撴,暾,漷,槨,椁,錞,亸,弴,撉,憝,焞,礅,潡,崞,蹾,鞹,埻,啍,谆,稕,橔,獤,墎,憞,犜,鞟,綧,霩,噋,犉,譈,墪,驐,韕,嚲,朜,鯙,蜳,鷻
京	8画	亠 + 6	jīng	ging1	capital city 	亠	2	tóu	lid		0090.6	YRF		就,影,景,惊,凉,涼,琼,掠,蹴,鯨,鲸,晾,鷲,諒,璟,谅,灏,椋,鹫,憬,灝,颢,剠,顥,僦,黥,倞,弶,暻,勍,撔,殧,鐛,鶁,麖,輬,憱,鍄,猄,澋,蹵,婛,噈,辌,綡,燝,翞,幜,稤
亭	9画	亠 + 7	tíng	ting4	pavilion; erect 	亠	2	tóu	lid		0020.1	YRBN		停,婷,葶,渟,聤,揨,楟,嵉,諪,碠,蝏
亮	9画	亠 + 7	liàng	loeng6	bright, brilliant, radiant, light 	亠	2	tóu	lid		0021.7	YRBU		喨,煷,湸
亯	9画	亠 + 7	xiǎng		to receive; to enjoy 	亠	2	tóu	lid			YRA		醕,湻
亰	9画	亠 + 7	jīng		capital city 	亠	2	tóu	lid		0090.6	YAF	亠/曰/小	
亱	9画	亠 + 7	yè		night, dark; in night; by night 	亠	2	tóu	lid			YOAM	亠/亻/日/一	
亲	9画	亠 + 7	qīn, xīn, qìng	can1	relatives, parents; intimate the hazel nut or filbert tree a thorny tree 	亠	2	tóu	lid	親	0090	YTD	立/朩	新,親,薪,襯,噺,榇,澵,櫬,瀙,嚫,儭,藽,媇,寴
亳	10画	亠 + 8	bó	bok3	name of district in Anhui; capital of Yin 	亠	2	tóu	lid		0071.4	YRBP		
亴	12画	亠 + 10	yòu			亠	2	tóu	lid			YRBN		
亵	12画	亠 + 10	xiè	sit3	slight, insult, treat with disrespect 	亠	2	tóu	lid	褻	0073	YQIV	衣/扌/九/丶	
亶	13画	亠 + 11	dǎn, dàn	taan2	sincere; real, true; truth 	亠	2	tóu	lid		0010.6	YWRM	亠/囗/口/日/一	壇,檀,擅,颤,顫,澶,氈,膻,譠,勯,羶,嬗,憻,繵,鸇,驙,璮,饘,邅,氊,鱣,旜,鹯,皽,襢,儃,灗,鳣,蟺
亷	13画	亠 + 11	lián	lim4	upright, honorable, honest 	亠	2	tóu	lid			YHXC		濓
亸	16画	亠 + 14	duǒ	do2	read aloud, recite, chant; droop 	亠	2	tóu	lid	嚲		YDCWJ	亠口/子/八田/十	
亹	22画	亠 + 19	wěi, mén	mei5, mun4	progress; busy, untiring; exert 	亠	2	tóu	lid		0010.7	YHBM	亠/臼同/且	
人	2画	人亻 + 0	rén	jan4	man; people; mankind; someone else 	人/亻	2	rén	man		8000.0	O		页,会,以,内,个,给,从,购,今,贴,价,项,员,费,給,來,令,拿,於,货,合,顶,则,含,座,责,館,游,除,食,病,旅,哈,余,徐,测,界,坐,肉,族,赛,论,队,零,创,质,预,冷,赚,盒,企,铃,塔,喝,纳,命,轮,答,剑,施,资,似,偷,额,养,餐,脸,伤,抢,贵,题,闪,须,搭,圆,贝,旗,负,輪,顺,众,絵,婴,揭,侧,論,介,领,财,喷,签,遊,贸,啥,频,顿,創,斜,认,拟
亻	2画	人亻 + 0	rén	jan4	radical number 9 	人/亻	2	rén	man		2020	XO		您,你,他,件,做,位,化,但,花,作,像,何,使,代,付,华,低,价,信,個,住,佳,体,仅,供,值,传,们,份,货,便,仍,保,任,依,倍,例,亿,停,倒,什,伊,附,仔,假,價,傳,府,僅,億,优,側,係,袋,應,借,俺,健,似,偷,伤,仙,仁,僕,仪,貨,偶,侧,佛,靴,宿,偏,俄,們,伯,休,値,仲,伟,候,凭,傷,仕,侠,俊,佈,優,侯,伴,伸,佐,伦,俱,傻,促,鹰,仮,荷,傲,腐
亼	3画	人亻 + 1	jí	zaap6	to assemble. to gather together 	人/亻	2	rén	man			OM	人/一	会,给,今,給,令,拿,合,含,除,哈,余,徐,零,冷,盒,铃,塔,命,答,剑,偷,脸,搭,輪,絵,論,领,签,啥,斜,舍,愈,检,念,琴,舒,癒,涂,输,玲,途,渝,鈴,逾,岭,領,洽,檢,臉,邻,险,验,餘,拾,舖,劍,倫,瑜,绘,吟,検,簽,贪,輸,陰,剣,捡,龄,喻,恰,險,俞,貪,黔,驗,唸,齡,齢,嶺,榆,拎,怜,塗,捨,伶,岑,叙,荟,鸽,稔,蔭,諗,崙,験,撿,愉,舘,翎,苓,敘
亽	3画	人亻 + 1			kwukyel 	人/亻	2	rén	man			XXOI	人/丶	罖
亾	3画	人亻 + 1	wáng, wú		death, destroyed; lose, perish 	人/亻	2	rén	man			OV		喝,揭,葛,褐,渴,歇,羯,竭,蝎,噶,遏,靄,曷,偈,蠍,碣,谒,藹,謁,霭,蔼,鞨,輵,擖,暍,臈,毼,嶱,馤,鶡,譪,堨,楬,朅,詤,鍻,礍,嵑,鹖,幆,騔,猲,愒,匃,藒,轕,獦,餲,齃,㠩,䅥
亿	3画	人亻 + 1	yì	jik1	hundred million; many 	人/亻	2	rén	man	億	2721	ON	亻/乙	
什	4画	人亻 + 2	shí, shén	sam6, sap6, zaap6	file of ten soldiers; mixed, miscellaneous 	人/亻	2	rén	man		2420.0	OJ	亻/十	
仁	4画	人亻 + 2	rén	jan4	humaneness, benevolence, kindness 	人/亻	2	rén	man		2121.0	OMM	亻/二	佞,芢
仂	4画	人亻 + 2	lè	lak6	surplus or excess; remainder 	人/亻	2	rén	man		2422.7	OKS	亻/力	
仃	4画	人亻 + 2	dīng	ding1	lonely, solitary 	人/亻	2	rén	man		2122.0	OMN	亻/一/亅	
仄	4画	人亻 + 2	zè	zak1	slanting, oblique; oblique tones 	人/亻	2	rén	man		7128.0	MO	厂/人	昃
仅	4画	人亻 + 2	jǐn, jìn	gan2	only, merely, solely, just 	人/亻	2	rén	man	僅		OE	亻/又	
仆	4画	人亻 + 2	pū, fù, pú	fu6, puk1	fall forward; lie prostrate, prone; servant 	人/亻	2	rén	man	僕	2320.0	OY	亻/卜	
仇	4画	人亻 + 2	chóu, qiú	cau4, kau4, sau4	enemy, hate, hatred, enmity 	人/亻	2	rén	man		2421.7	OKN	亻/九	
仈	4画	人亻 + 2	bā			人/亻	2	rén	man		2820.0	OC	亻/八	
仉	4画	人亻 + 2	zhǎng	zoeng2	surname of the mother of Mencius 	人/亻	2	rén	man		2721.0	OHN	亻/几	
今	4画	人亻 + 2	jīn	gam1	now, today, modern era 	人/亻	2	rén	man		8020.7	OIN	人/一/㇇	含,念,琴,吟,贪,陰,貪,黔,唸,岑,稔,蔭,諗,捻,衿,矜,晗,芩,頷,衾,涔,鲶,妗,鯰,钤,廕,颔,焓,庈,硶,谂,鈐,琌,埝,荶,扲,紟,淰,僋,鳹,忴,笒,枔,昑,岒,梣,鋡,唅,梒,砛,琀,馠,焾,蚙,娢,錜,腍,莟,仱,韽,盦,敜,汵,誝,棽,趻,惗,筨,菍,嗿,赺,棯,黅,趝,浛,霒,坅,鹶,肣,欦,軡,埁,搇,玪,噖,艌,谽,蛿,踗,癊,侺,酓,騐,訡,雂,靲,耹,侌
介	4画	人亻 + 2	jiè	gaai3	forerunner, herald, harbinger; to lie between; sea shell; to wear armor 	人/亻	2	rén	man		8022.0	OLL		价,界,养,尬,阶,堺,芥,疥,紒,蚧,玠,岕,畍,祄,妎,骱,庎,吤,忦,琾,扴,砎,衸,斺,鎅,魪,齘,炌,魀,圿,楐
仌	4画	人亻 + 2	bīng			人/亻	2	rén	man			XOO	人/人	肉,腐,俎,肏,臠,膥,脔,朒,臡,胬,胾,胔,膐,臋,癵,葅
仍	4画	人亻 + 2	réng	jing4	yet, still, as ever; again; keep -ing, continuing 	人/亻	2	rén	man		2722.7	ONHS	亻/乃	芿
从	4画	人亻 + 2	cóng, zòng, zōng, cōng	cung4	from, by, since, whence, through 	人/亻	2	rén	man	從	8800.0	OO	人/人	來,夾,麥,靈,纵,萊,麵,俠,巫,纖,牆,墻,噬,籤,懺,淶,挾,頰,峽,麩,诬,狹,徠,鋏,誣,嘜,枞,錸,薔,莢,殲,麴,鵐,陜,苁,筮,谶,硤,赍,讖,篋,廧,嗇,唻,覡,穡,檣,賚,庻,筴,憖,麰,疭,睞,濇,愜,綊,猌,憗,麲,欞,麮,浹,郟,崍,麯,蛺,琜,毉,鵊,麪,猍,麷,埉,箂,孅,觋,鑯,嬙,顂,誺,澨,麭,庲,唊,麬,梜,鹀,麳,懎,攕,麫,艢,麱,麧,逨,麶,棶,郲
仏	4画	人亻 + 2	fó		Buddha 	人/亻	2	rén	man		2223.0	XOI	亻/厶	
仐	4画	人亻 + 2	sǎn		(J) non-standard form of 傘 U+5098, umbrella, parasol, parachute 	人/亻	2	rén	man			XXOJ	人/十	
仑	4画	人亻 + 2	lún	leon4	logical reasons, logical order 	人/亻	2	rén	man	侖	8071	XXOP	人/匕	论,轮,伦,沦,纶,抡,囵,芲
仒	4画	人亻 + 2			kwukyel 	人/亻	2	rén	man			XOY	人/冫	於,菸,淤,瘀,閼,阏,唹,棜,旕,鯲,扵,乻,箊
仓	4画	人亻 + 2	cāng	cong1	granary; berth; sea 	人/亻	2	rén	man	倉	8071	OSU	人/㔾	创,抢,枪,疮,沧,苍,舱,呛,跄,炝,怆,伧,戗,玱,鸧
仔	5画	人亻 + 3	zǐ, zǎi	zai2, zi2	small thing, child; young animal 	人/亻	2	rén	man		2724.7	OND	亻/子	
仕	5画	人亻 + 3	shì	si6	official; serve government 	人/亻	2	rén	man		2421.0	OG	亻/士	茌
他	5画	人亻 + 3	tā	taa1	other, another; he, she, it 	人/亻	2	rén	man		2421.2	OPD	亻/乜/丨	怹,咃
仗	5画	人亻 + 3	zhàng	zoeng3, zoeng6	rely upon; protector; fight; war, weaponry 	人/亻	2	rén	man		2520.0	OJK	亻/丈	
付	5画	人亻 + 3	fù	fu6	give, deliver, pay, hand over; entrust 	人/亻	2	rén	man		2420.0	ODI	亻/寸	附,府,腐,符,咐,俯,腑,鮒,苻,拊,跗,祔,鲋,詂,蚹,泭,驸,鉜,駙,姇,怤,胕,捬,焤,紨,坿,柎,椨,軵,袝,弣
仙	5画	人亻 + 3	xiān	sin1	Taoist super-being, transcendent, immortal 	人/亻	2	rén	man		2227.0	OU	亻/山	苮
仚	5画	人亻 + 3	xiān		to fly 	人/亻	2	rén	man		8077.0	OU	人/山	佡
仛	5画	人亻 + 3	tuō		young girl; strange, different 	人/亻	2	rén	man			OHP	亻/丿/七	
仜	5画	人亻 + 3	hóng			人/亻	2	rén	man		2121.0	OM	亻/工	
仝	5画	人亻 + 3	tóng, tòng	tung4	together, same; surname 	人/亻	2	rén	man		8010.1	OM	人/工	砼
仞	5画	人亻 + 3	rèn	jan6	ancient unit of measure (8 feet); 'fathom' 	人/亻	2	rén	man		2722.0	OSHI	亻/刀/丶	
仟	5画	人亻 + 3	qiān	cin1	one thousand; leader of one thousand men 	人/亻	2	rén	man		2224.0	OHJ	亻/丿/十	
仠	5画	人亻 + 3	gán			人/亻	2	rén	man			OMJ	亻/一/十	
